batch_run_id;date_scoring;client_id;rang_priorite;decile_risque;is_top_k;mrr;facteur_risque_1;facteur_risque_2;facteur_risque_3;score_brut_technique;model_version
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000079;35;2;True;0,0;[PRODUCT] Fréquence d'usage;[PRODUCT] Temps d'usage;;0,008414875715970993;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000097;36;2;True;73,37;[FINANCE] Facturation;[SUPPORT] Évolution récente des tickets support;;0,00628639804199338;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000159;37;2;True;146,26;[PRODUCT] Fréquence d'usage;;;0,006093950942158699;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000024;38;2;True;53,35;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,005618738941848278;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000296;39;2;True;120,78;[SUPPORT] Évolution récente des tickets support;[COMMERCIAL] Évolution récente des contacts commerciaux;;0,005288146901875734;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000072;40;2;True;88,17;[SUPPORT] Évolution récente des tickets support;;;0,004876956343650818;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000034;41;2;True;25,58;;;;0,004864736460149288;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000119;42;2;True;68,44;[PRODUCT] Évolution récente de la fréquence d'usage;;;0,004424259532243013;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000250;43;2;True;207,03;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,004412205424159765;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000000;44;2;True;44,23;[SUPPORT] Évolution récente des tickets support;;;0,0040345946326851845;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000263;45;2;True;96,85;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,0035817266907542944;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000091;46;2;True;66,99;[PRODUCT] Fréquence d'usage;;;0,0035056432243436575;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000023;47;2;True;150,98;;;;0,003439428983256221;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000207;48;2;True;79,4;;;;0,0028527702670544386;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000225;49;2;True;86,17;[PRODUCT] Évolution récente de la fréquence d'usage;[SUPPORT] Évolution récente des tickets support;;0,0027509951032698154;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000249;50;2;True;201,0;;;;0,00239847251214087;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000175;51;3;False;217,05;;;;0,00225652102380991;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000169;52;3;False;85,82;;;;0,0021593424025923014;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000226;53;3;False;46,91;[PRODUCT] Fréquence d'usage;;;0,001976550789549947;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000109;54;3;False;167,84;;;;0,00195018807426095;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000035;55;3;False;70,71;;;;0,0018561417236924171;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000156;56;3;False;13,57;[FINANCE] Facturation;[SUPPORT] Évolution récente des tickets support;;0,00183989352080971;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000278;57;3;False;214,83;[SUPPORT] Évolution récente des tickets support;;;0,0018120835302397609;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000239;58;3;False;76,07;;;;0,0017495478969067335;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000201;59;3;False;186,05;[SUPPORT] Tickets support ouverts;;;0,0017380490899085999;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000132;60;3;False;158,14;;;;0,0016090598655864596;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000042;61;3;False;24,67;[SUPPORT] Évolution récente des tickets support;[SUPPORT] Tickets support ouverts;;0,0015949635999277234;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000208;62;3;False;166,39;[SUPPORT] Évolution récente des tickets support;[PRODUCT] Évolution récente de la fréquence d'usage;;0,0015301250386983156;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000102;63;3;False;88,83;[PRODUCT] Temps d'usage;;;0,0014886686112731695;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000211;64;3;False;64,31;;;;0,0014600895810872316;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000294;65;3;False;416,84;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,0014042149996384978;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000043;66;3;False;73,37;;;;0,0014021584065631032;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000271;67;3;False;199,97;;;;0,0013838309096172452;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000224;68;3;False;57,02;[SUPPORT] Évolution récente des tickets support;;;0,0013403675984591246;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000078;69;3;False;178,66;[SUPPORT] Tickets support ouverts;[PRODUCT] Fréquence d'usage;;0,0013380513992160559;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000214;70;3;False;218,5;;;;0,0013049963163211942;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000032;71;3;False;0,0;;;;0,0012260852381587029;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000082;72;3;False;58,74;;;;0,0010924262460321188;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000137;73;3;False;232,41;[PRODUCT] Fréquence d'usage;[FINANCE] Facturation;;0,0010844876524060965;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000297;74;3;False;100,16;[PRODUCT] Évolution récente de la fréquence d'usage;;;0,0010124149266630411;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000139;75;3;False;69,56;;;;0,001008491963148117;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000077;76;3;False;291,75;[COMMERCIAL] Évolution récente des contacts commerciaux;[PRODUCT] Évolution récente de la fréquence d'usage;;0,0009878493146970868;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000028;77;4;False;241,47;[PRODUCT] Évolution récente du temps d'usage;[FINANCE] Facturation;;0,0009256124030798674;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000013;78;4;False;108,66;[SUPPORT] Évolution récente des tickets support;[SUPPORT] Tickets support ouverts;;0,0008851674501784146;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000116;79;4;False;0,0;;;;0,0008690340910106897;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000026;80;4;False;390,11;;;;0,0008686039363965392;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000093;81;4;False;145,15;;;;0,0008644384797662497;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000252;82;4;False;140,68;;;;0,0008554143132641912;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000199;83;4;False;52,69;;;;0,0008323114016093314;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000044;84;4;False;209,47;;;;0,0007746915798634291;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000274;85;4;False;106,87;;;;0,0007597407675348222;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000004;86;4;False;221,0;;;;0,0007457553292624652;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000285;87;4;False;0,0;[FINANCE] Facturation;;;0,0007354424451477826;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000275;88;4;False;53,96;;;;0,0007144350092858076;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000145;89;4;False;145,53;[PRODUCT] Temps d'usage;[PRODUCT] Évolution récente de la fréquence d'usage;;0,0007117673521861434;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000151;90;4;False;300,02;[SUPPORT] Évolution récente des tickets support;[COMMERCIAL] Évolution récente des contacts commerciaux;;0,0006973236449994147;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000050;91;4;False;121,46;;;;0,0006504314369522035;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000025;92;4;False;111,54;;;;0,000641671649646014;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000200;93;4;False;400,21;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,000614471675362438;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000087;94;4;False;53,68;;;;0,0006081397295929492;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000276;95;4;False;84,51;[PRODUCT] Temps d'usage;[SUPPORT] Évolution récente des tickets support;;0,0006072448450140655;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000283;96;4;False;96,45;[PRODUCT] Évolution récente de la fréquence d'usage;;;0,0006038518040440977;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000254;97;4;False;548,04;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,000590431212913245;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000001;98;4;False;154,75;;;;0,0005837094504386187;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000100;99;4;False;161,09;;;;0,0005836524651385844;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000273;100;4;False;56,26;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,0005712650599889457;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000280;101;4;False;45,6;[FINANCE] Facturation;;;0,000566264963708818;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000105;102;5;False;73,9;;;;0,0005565191968344152;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000114;103;5;False;83,98;;;;0,000553827325347811;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000127;104;5;False;38,42;[PRODUCT] Fréquence d'usage;;;0,0005532620125450194;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000196;105;5;False;48,81;[PRODUCT] Évolution récente du temps d'usage;;;0,0005439905216917396;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000238;106;5;False;99,0;;;;0,0005401438684202731;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000117;107;5;False;50,82;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,0005222661420702934;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000245;108;5;False;48,47;;;;0,0005092315259389579;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000074;109;5;False;278,72;[PRODUCT] Temps d'usage;;;0,0005062801647000015;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000217;110;5;False;151,39;;;;0,0004732767411042005;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000012;111;5;False;50,06;;;;0,0004643369757104665;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000107;112;5;False;241,61;[SUPPORT] Évolution récente des tickets support;;;0,00045966089237481356;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000017;113;5;False;0,0;;;;0,0004372418625280261;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000230;114;5;False;129,99;;;;0,0004355263081379235;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000061;115;5;False;0,0;;;;0,0004343840410001576;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000060;116;5;False;6,2;;;;0,00042948286863975227;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000031;117;5;False;170,4;[PRODUCT] Fréquence d'usage;;;0,000412965368013829;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000118;118;5;False;86,47;;;;0,00040019865264184773;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000124;119;5;False;94,1;[PRODUCT] Fréquence d'usage;;;0,00039434287464246154;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000104;120;5;False;93,32;[PRODUCT] Temps d'usage;;;0,0003916064160875976;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000184;121;5;False;48,13;[SUPPORT] Évolution récente des tickets support;[FINANCE] Facturation;;0,0003912148531526327;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000122;122;5;False;25,55;;;;0,00038878057966940105;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000268;123;5;False;270,89;;;;0,00038616042002104223;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000257;124;5;False;578,47;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,0003813253715634346;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000162;125;5;False;28,95;;;;0,00037471469840966165;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000210;126;5;False;302,07;;;;0,00036295250174589455;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000281;127;5;False;179,31;[FINANCE] Facturation;;;0,0003570230328477919;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000157;128;6;False;82,92;;;;0,0003507134970277548;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000241;129;6;False;195,48;;;;0,0003502928011585027;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000158;130;6;False;140,02;;;;0,00034247315488755703;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000014;131;6;False;70,98;;;;0,00033922417787835;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000242;132;6;False;360,62;[PRODUCT] Fréquence d'usage;;;0,0003340969851706177;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000206;133;6;False;144,35;;;;0,0003310238535050303;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000237;134;6;False;400,9;;;;0,0003244772960897535;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000270;135;6;False;0,0;[FINANCE] Facturation;;;0,00031955071608535945;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000209;136;6;False;133,63;[COMMERCIAL] Évolution récente des contacts commerciaux;;;0,0003141622873954475;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000141;137;6;False;128,04;[PRODUCT] Temps d'usage;;;0,0002925870940089226;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000287;138;6;False;160,08;[SUPPORT] Évolution récente des tickets support;;;0,0002919501275755465;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000125;139;6;False;0,0;[SUPPORT] Évolution récente des tickets support;;;0,0002809450088534504;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000069;140;6;False;89,76;;;;0,00028009479865431786;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000120;141;6;False;80,14;;;;0,000272021017735824;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000221;142;6;False;411,11;;;;0,0002689763205125928;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000166;143;6;False;178,61;[SUPPORT] Évolution récente des tickets support;;;0,00026697173598222435;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000219;144;6;False;0,0;;;;0,00026274609263055027;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000007;145;6;False;117,88;[COMMERCIAL] Évolution récente des contacts commerciaux;[PRODUCT] Fréquence d'usage;;0,0002621975727379322;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000160;146;6;False;342,58;;;;0,00025659168022684753;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000187;147;6;False;0,0;;;;0,0002565483737271279;0.1.0-a08faab62df6
a80880ad-bd1a-5b00-b183-cf3445ba7455;2026-08-31;C000282;148;6;False;28,87;;;;0,0002490546030458063;0.1.0-a08faab62df6
